x1,x2,label
-0.22552953373093043,-0.20431406632568447,1
-0.29690464024869073,-0.36913465945917995,1
-0.9827091366909667,-0.676131756507471,0
0.2166537672575403,-1.0864492949485252,0
0.11227442436755129,-0.3725840730466342,1
-0.36472729874306153,-0.5976115759826739,1
-0.20894108114758084,-0.19991306409201923,1
-0.5417067970900293,-0.363458173817152,1
0.0009014664512658893,-1.2369827887900766,0
0.6844240296474107,-0.980082310198694,0
-0.8322006581816392,-1.155045366309519,0
-0.35041728006607054,-0.3633463590393107,1
0.6489178458811724,-1.2085946646984183,0
-1.2595434814424928,0.3188181546548867,0
-0.33060847927181514,0.6554059210517449,0
-0.41054318025013237,0.013486164020963781,1
-1.0212902734891256,0.05198855927342522,0
-0.12942253685997862,0.20586209418205245,1
-0.0008671668419289597,-1.1196947373032788,0
0.31123836412583905,0.15650555514292733,1
0.015370704779226127,0.18798897011794483,1
-1.601706734283113,-0.5594502190274324,0
-0.8327308970422906,1.0161771276045914,0
-1.06347323647037,-0.6215030956152023,0
0.45574669038650806,0.23625880051016818,1
0.46812463316289704,0.2386637716095968,1
-0.06979377355838018,-0.10326347453594648,1
0.504179074434052,0.7963707160578518,0
0.25915010610429456,0.5995141082396928,0
-0.30599974252242446,0.23951542728327158,1
-0.11928971702152545,-0.1793849469320394,1
-0.813451165289294,0.5646854991601824,0
-0.6305159735163637,0.06893075739324084,0
0.8031631203550904,-0.6718139971390391,0
1.1343926997117766,-0.8127023876126167,0
0.5599481672737885,-0.46611609037216883,0
0.1862593545351561,0.05067932290975691,1
0.30042683057787395,-0.2372877920510224,1
0.30672992361706686,-0.18414461026575263,1
-0.18686116711710463,-0.22986697816972057,1
-1.2753626293793796,0.06446497046687956,0
0.35834724224914905,-0.2569830765773883,0
0.6951175940534078,-0.31082868456793666,1
-1.3394637297235366,0.32148790575258945,0
0.4075536846115058,-0.2061413449389864,1
0.32780673987742864,-0.28046065301933915,1
0.5599841428091179,0.8268698389865052,1
-0.5414369476609954,0.49161978871894035,0
0.7158728791316524,1.2329778830154434,0
-0.21976663079008335,-0.27699049608767656,1
-0.2066602494170866,-0.45757565760835617,1
-0.07187178654002932,-0.23973201718604065,1
0.24493349418166488,0.4435533317132877,1
0.12959489075503897,-0.076941643912483,1
0.13315129353497124,-0.048051505990614196,1
-1.202156049091549,-0.29091391685029117,0
-0.1943403313250041,0.08163957018527976,1
0.40086994241867246,1.1978268817434505,0
0.2227306287875055,-0.6532718422895528,0
-0.24956554054573854,-0.39576372705511037,1
-1.5138120383906397,0.06413720916249913,0
1.2169692552294533,-0.20091036222596223,0
1.0227986429804359,-1.2716657700741356,0
-0.5628351250859601,0.6244173897227892,0
0.4373369804730912,0.5093985116027399,1
-0.36216911124833717,-0.15942310304133872,1
1.051504698935638,-1.4103669589673165,0
0.5066684694323867,-0.5658759640015056,1
-0.18503052322814328,1.1930072992490028,0
-1.0275881821850181,0.515642872682689,0
-0.644305950330598,0.7456158887315092,0
-0.9642390558662175,-0.5556772390713338,0
-0.03245606768686077,-0.4236640696757473,1
0.788287933683111,-1.0385616581588968,0
0.33605562298789954,0.3122095827923727,1
0.01854121002768972,0.29399511180888793,1
0.09768212333825976,0.3086731956456431,1
0.12900459327728148,-0.12142690553864766,1
0.17110215799179054,-0.19994213942906178,1
0.4772531233200171,0.4410187174634026,0
-0.21711446023509026,0.5018483131722282,1
0.10901395689577606,1.1508268283013743,0
0.3699055173608275,0.3049048108098673,1
-0.24293522775301826,-1.5691537447471144,0
0.059214028752372395,-0.14419224670998004,1
-0.8348647652332527,0.7507044135256999,0
0.06458684099571778,-1.512341943827506,0
0.31039851850281214,0.6763711239792842,0
-0.3331492056005699,1.1987695487776777,0
-0.04880683708922151,0.8531214449357178,0
0.25602196773780406,-0.05072160321209665,1
-0.4031100836818055,0.24621042479254368,1
0.41036478663334947,0.3814665230643813,0
0.11977070844924716,-1.301798106314485,0
0.32533985037521634,-0.5302347155331267,1
0.4907675197049195,0.06269961586462663,1
-0.4958234646136563,-0.20928873525281444,0
0.7704671885810181,-0.5505412224631913,0
-0.2600256091650013,-0.8219739788943689,1
-0.0006378736546770181,-0.02468219728656454,1
-0.22511858365558104,-0.16749222518642326,1
-0.7807780814553787,0.3765582929230345,0
0.37070401743980286,-0.22185398724867808,1
0.6138295903386068,-1.3394355573754377,0
-0.6651667046983003,-0.6832458720248276,0
-0.42139061561733926,0.03504363731955631,1
0.08630227795905615,0.11092759351756981,1
0.8417409957886338,0.3492565288493344,0
-0.35786098102562314,-0.6235251165393594,0
0.3533571997130083,0.6244045973102084,0
-0.12084677454017985,0.6844837983519487,0
-0.7867597292725483,0.07751120910172166,0
-0.3406163574114648,0.11043319212797707,1
0.7182214649930905,-0.521579825594951,0
-0.2648827177429348,-0.32182317491298085,1
0.049654943589889367,1.069001650328788,0
-0.7517609729757144,-0.6582230169753662,0
1.0290994501644468,0.35044147248110136,0
-0.025568280817843222,0.12064234996351261,1
-0.2004861759982219,-0.060456907688490776,1
0.17426922973267028,-1.4487144989450866,0
-0.27434197369672036,-0.6722746876402653,1
-0.6829854222485613,0.46337950570547864,1
0.33435116361835776,0.8534602703141646,0
1.756850264243928,-0.6066706788163286,0
0.04940363967003303,0.26919983265969494,0
1.5821762826926977,0.2144439122896012,0
-0.8042367122815721,-0.20858836805594522,0
0.8207219701136258,-0.5160530645794901,0
